116;1699
462;1375
1286;2599
1665;212
2495;202
2503;245
2580;517
2838;1821
4376;1513
6272;1144
7917;1698
8745;2085
8921;279
8941;119
8967;12
9542;174
9639;19
10082;699
10356;202
10452;218
10741;545
10770;11
10931;199
11056;215
11242;340
11350;1553
11368;1299
12272;62
12301;1008
12594;1799
12670;49
13078;1699
13123;199
13451;497
14130;139
14249;18
15014;123
16870;46
16873;8
16977;1613
17198;1499
17852;205
17909;18
18068;140
19165;3106
19172;1284
20938;299
21002;1308
21414;227
21489;249
21897;62
22404;5999
23448;236
23483;218
24101;31
24204;1324
24279;1499
25026;2699
25227;10
25629;238
26085;1999
26622;44
26687;699
26868;230
27442;1741
30011;1399
30621;160
31777;121
31988;226
35465;1992
36156;233
36170;200
36244;159
37775;29
38255;2099
38346;971
38384;1210
38767;2921
39504;319
39689;574
39769;14
40238;200
40462;285
41144;1670
41669;76
41931;231
42077;478
42081;246
42269;148
42746;2400
43451;653
43512;35
43563;149
44037;1972
44119;490
44162;2849
44862;40
45057;349
45377;981
45981;132
46440;56
46582;193
47126;25
48490;576
48611;675
50040;316
50179;184
50301;47
50603;12
50950;289
50979;229
52206;547
52883;15
53358;313
55230;45
55803;45
55833;158
56020;273
56509;1299
56897;982
57035;269
57822;199
58620;518
60652;2055
61033;1949
61042;2999
61043;1799
61667;1662
62264;75
62658;81
63255;199
63867;535
64061;80
64248;64
64721;86
64804;7
65094;378
65171;221
65766;60
65796;49
66239;11
66721;190
66847;1333
66907;485
67079;18
67589;71
67651;162
67695;66
67846;55
68478;1741
68695;799
68697;1348
70443;1362
70539;33
70835;224
70843;520
71125;1728
72009;8999
73036;78
73811;477
73820;330
75197;51
75200;73
75374;997
75524;1189
75531;293
75649;1399
75722;258
75725;128
76254;54
76685;1679
76855;524
77798;269
77804;399
77858;365
78297;634
78578;72
78721;155
78798;209
78954;1749
80195;1470
80340;445
81290;2233
82989;1399
87079;54
87909;1999
88359;616
89148;373
89342;279
89753;1449
89755;969
91032;209
91179;135
91507;1299
91540;189
94426;18
94428;135
94924;56
95123;317
95561;49
95643;19
96024;15
96034;199
97641;297
98124;71
98434;111
99115;53
99323;142
99594;57
99595;70
100129;2849
100167;141
100574;2599
100627;25
100715;647
100990;204
100991;234
101499;125
101520;46
101775;37
102090;1349
102983;343
106457;149
106553;267
106750;2650
106892;338
106904;998
107716;899
109864;10
110084;34
110250;2999
111050;9699
111243;549
111244;399
111525;239
111532;299
112082;231
114943;241
115650;1729
115679;1085
116550;365
116753;2999
117492;64
117504;75
118521;1399
118847;144
119172;303
120925;13
121663;219
122012;24
123256;488
123943;113
124286;170
124417;246
124911;269
125766;1619
126977;200
128618;1751
128855;1988
129001;256
129220;1249
129738;43
129794;9
130445;8
130807;699
130831;299
131509;149
132046;141
132974;1729
133804;18
133806;51
134791;75
135161;13
135623;207
138512;899
140901;365
140994;28
142075;205
142746;69
142907;132
144134;199
144196;264
144233;35
144290;47
144482;2213
144487;1743
145409;1167
145617;44
147136;269
147364;299
150695;979
152065;36
152687;75
155553;55
156039;79
158039;224
159737;2327
160714;139
161725;32
163304;39
164740;1569
165584;2699
165888;59
167175;47
167283;71
167810;33
170291;39
171195;59
171827;138
172569;21
173153;849
174097;389
174159;25
175403;10
176727;241
176766;52
177113;30
179927;1191
182202;36
184217;12
184335;6887
184550;1261
185177;46
185357;1699
186605;49
186813;28
187424;60
187456;23
187467;63
188102;5090
188716;199
189480;20
190951;1366
191014;62
194658;21
196469;31
197268;124
197878;149
198477;17
198909;42
203338;475
203550;578
203779;11
205901;44
206816;3568
207046;20
207102;59
207364;149
207383;72
208019;48
208148;131
208427;408
209414;89
210191;158
210611;20
210960;490
212349;1899
212492;249
212708;449
213800;23
215363;241
215633;262
216549;6
216613;85
216692;99
217883;476
220265;512
220932;135
222326;443
222822;878
223054;17
223742;17
223807;468
224441;69
225937;129
226811;13
227113;1199
227382;5999
227631;703
229503;1251
230668;135
231417;27
232809;40
232845;14
233221;270
233807;34
234368;47
235056;727
236378;35
237659;127
240950;78
241802;249
241919;59
242070;258
242831;8999
243062;4499
244121;84
244294;2299
247637;58
247998;11
248998;1225
250060;529
250281;20
250520;668
251919;2128
251967;62
253295;285
253737;28
253788;10
253825;29
255261;191
255440;11
256099;243
256868;2124
257651;273
257812;394
257814;287
257950;273
258727;699
259553;127
259565;45
259758;45
259766;59
260564;149
261291;88
261768;45
261854;13
262124;115
262174;61
262224;184
262621;5
263027;22
263127;256
264062;24
264593;1136
264718;223
265718;36
266437;71
267437;9
268516;24
269041;28
271943;1502
272681;54
272810;52
272947;51
273156;39
273902;205
274281;194
274726;36
276439;71
281325;58
282542;216
285523;1692
287443;524
289449;59
289682;254
289989;458
290529;59
290850;45
291291;67
291293;50
294157;325
294777;381
294781;54
296733;43
297714;1097
297887;34
297973;18
300567;213
301364;49
304942;62
306401;39
307896;39
307902;24
308466;700
310148;50
310961;169
312106;99
312486;243
313595;1649
316428;538
320383;423
321265;18
322893;1404
323917;9
324528;24
325869;35
325870;250
327856;32
328544;33
328558;70
328630;14
328636;37
329034;48
334274;1029
334542;65
337116;46
337632;37
340226;144
340740;29
341736;53
341801;1399
342288;45
342289;65
343669;19
344207;52
344633;26
344636;29
345407;15
345414;56
345687;1037
345942;27
349946;82
351100;44
352728;13
352745;66
353113;69
355685;239
357096;59
359859;1585
359951;1344
361878;24
362028;14
363888;29
364780;267
365357;249
365916;17
367353;103
367561;343
372105;79
377256;20
377947;53
380098;50
380196;99
381148;58
382489;14
386008;35
386060;903
386815;36
390331;77
390607;42
394443;8
395611;28
395695;119
396658;273
397548;31
397553;105
397828;1185
398418;24
404446;15
406045;199
407498;30
408773;14
409463;262
412016;1497
412194;326
413610;1206
414266;291
417323;159
422704;139
424131;115
424508;12
427092;1769
427643;29
428996;36
429338;179
429939;44
429995;19
432597;164
434193;567
434912;23
435439;335
435942;376
438773;2849
441188;19
443049;255
444497;25
444498;30
445305;17
446741;194
449631;200
450729;8549
451949;2941
451953;292
453299;3
453888;19
454843;342
454998;473
455216;116
455411;60
462851;19
462852;19
465447;49
468522;269
474456;1896
475385;38
476643;37
477514;38
481128;2811
481218;1899
485176;89
485187;21
485561;31
486650;165
486688;57
486798;553
486882;21
488966;371
489061;41
489072;62
490311;495
492604;1039
492766;47
493283;28
493367;40
493983;3
495502;35
496340;176
497804;242
497891;62
498337;273
501025;187
501518;313
501523;1025
504417;365
504598;147
504682;967
505380;1847
506808;238
508486;1382
510373;113
516992;248
519208;253
519852;13
521601;40
522490;71
522893;39
