462;36
1286;48
1290;9
1665;156
2485;156
2495;116
2503;182
2580;178
2842;9
4376;9
4936;178
5226;70
6786;48
7331;67
7409;38
7917;9
8745;211
8921;186
9542;53
10356;156
10420;225
10452;116
10741;178
10770;191
11056;145
11368;260
11753;9
12301;112
12662;25
12680;55
13078;9
13451;107
14249;176
14326;184
15014;146
15063;266
15532;145
15883;93
16076;222
16193;76
16870;165
17197;242
17909;269
18077;273
18157;260
18831;18
19064;81
19165;242
19172;260
20938;186
21002;36
21414;31
21428;112
21489;183
22404;152
22473;97
22474;128
23174;232
23448;31
23483;156
23702;254
24101;130
24204;36
24279;260
24283;149
25026;242
25155;69
25227;191
25629;31
25631;156
26203;112
26506;18
26622;266
26687;19
26900;93
27442;246
27888;246
28265;191
28660;156
30011;260
30605;31
30621;128
31158;48
31777;249
35719;48
37565;249
37775;95
38255;247
38346;251
38350;111
39275;31
39504;186
39769;72
40238;53
40462;282
41236;25
41279;263
41499;112
42081;76
42269;212
43563;128
43585;62
43958;160
44037;29
44119;178
45279;18
45981;83
46295;105
46582;137
46860;48
47082;178
47289;15
47476;127
48611;244
49946;212
51474;181
52223;179
52805;161
53070;198
53262;51
53306;211
53986;19
54249;249
54568;200
54750;53
55230;33
55499;120
55803;266
55833;212
56020;227
56074;5
56897;112
57873;80
58620;197
59581;178
60255;123
60652;250
61043;9
61667;93
62264;162
62359;207
62658;80
63867;197
64721;105
65094;186
65171;40
66239;187
66316;126
66717;233
66721;137
66847;36
67079;61
67610;25
67846;133
67948;225
68331;223
68697;93
68781;156
68952;227
70480;48
70539;24
70843;142
71125;9
71875;220
72009;75
72731;93
72742;48
73036;105
73811;142
74642;266
74972;29
75374;112
75524;200
75531;117
75725;94
76254;270
76899;179
76945;33
77789;19
77798;117
77804;60
77809;78
77858;124
78578;248
78954;93
80195;260
80867;95
81290;87
83783;245
85447;262
86372;75
86543;187
89148;16
89342;145
89753;93
91032;31
91507;260
91540;156
91739;109
94490;179
94629;123
94924;98
95123;186
95547;53
96024;157
96034;53
98124;141
98312;9
98411;20
99115;129
99119;62
99588;114
99594;23
99595;25
100574;242
100715;111
100990;156
101039;224
101498;10
101520;180
101775;20
101866;23
102663;38
102983;64
103916;53
106457;127
106750;48
106904;112
107716;38
109481;95
110084;95
110250;42
111036;132
111050;262
111243;78
111244;60
111525;227
113299;214
114826;268
115044;142
115679;112
117271;155
117492;179
117504;213
118257;189
121224;76
121663;156
122995;48
123256;126
123463;244
123943;146
123992;165
124194;213
124286;97
124417;272
124911;222
126360;15
128004;129
128618;9
129220;1
129738;55
129794;187
129865;54
130651;278
130807;178
132046;79
132551;22
132974;246
135161;4
135623;156
135657;2
135965;80
138295;272
138400;126
138512;38
138514;263
140901;76
140994;115
141207;178
142275;171
142746;8
142907;212
144290;80
145029;93
145617;133
147193;142
147364;76
148487;55
149664;142
150695;112
151669;205
152065;134
152074;23
152687;25
153825;248
155916;215
157279;248
158039;40
158658;179
159634;100
159737;87
160714;128
161725;163
162173;105
163106;216
163304;256
164740;246
165584;242
165809;213
165888;80
167283;141
167303;201
167810;88
170291;133
171827;184
171926;15
172620;31
173402;248
173574;120
174097;186
174159;144
175166;116
175403;187
175647;163
176314;138
176335;274
176727;116
176766;55
177113;269
179927;36
182202;216
184550;171
185177;180
185348;48
185357;9
186605;280
187424;148
187456;2
189480;161
189481;280
190699;177
190951;90
191014;123
191515;20
192282;80
194658;4
196469;168
197268;172
197885;205
198909;180
198963;172
199200;39
202225;48
202329;266
203338;16
203779;191
203848;212
204735;259
205370;130
205901;88
206959;223
207102;80
207383;141
207399;203
208463;68
209414;162
209792;201
210191;189
210611;230
212154;125
212195;59
212309;233
212349;93
212492;182
212708;107
213800;130
216549;22
216700;184
216840;94
218565;281
219639;158
219671;75
220265;126
223054;278
224441;270
225937;203
226811;253
227382;254
227631;244
227692;18
229503;277
231417;230
233207;84
233807;51
234368;258
234964;18
235056;244
235191;54
237009;77
237659;94
239426;118
240803;135
240950;213
242070;225
242428;161
242448;127
242831;75
243062;152
243406;15
244121;204
244294;211
244297;70
244982;266
247637;181
247998;206
248350;62
248359;21
249347;7
249768;79
250048;234
250060;142
250281;56
250520;244
251967;177
252889;233
252890;137
253295;243
253737;130
253788;72
253793;41
253825;263
254040;95
255261;116
257809;175
257814;68
257950;137
258023;273
258450;190
259758;10
260561;16
261854;191
262124;172
262224;227
262225;183
262292;41
263127;222
263788;207
264062;33
264718;143
265709;10
265718;180
265805;222
266437;162
267437;187
268516;33
269041;157
269633;21
269656;172
271943;90
272681;181
272810;123
274281;239
274525;52
274726;20
280138;49
281325;181
282542;68
283643;170
285523;223
286658;263
290529;240
291291;25
294157;15
294570;29
297123;83
297973;125
301364;62
303846;81
304231;142
304869;80
304942;181
304946;80
305903;232
310961;97
312433;156
312486;31
314131;244
315637;116
316228;63
316310;61
316337;214
316428;259
322893;36
324528;229
325869;54
328544;163
328616;61
328862;154
333524;133
334274;38
334308;93
334542;88
336020;24
337632;55
338039;133
338387;80
338453;278
340226;213
341736;39
341801;93
342283;195
342288;59
343623;96
343669;14
344207;102
344636;281
345255;214
345474;208
345477;63
345942;150
346484;38
346787;93
346828;176
348446;266
349828;181
349946;234
351100;229
352728;257
353113;276
353244;106
355685;31
359859;9
361878;203
362028;206
364780;31
365357;156
365525;86
367353;148
367561;15
368267;181
372105;8
374896;241
375046;272
377067;154
377256;56
378615;52
382489;214
386008;180
386815;133
388647;277
390331;248
394443;208
396659;137
397498;146
